SolutionNum,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13
17012,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 7)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
17013,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 7)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
17014,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 7)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
17015,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
17016,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
17017,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
17018,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17019,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 9)","(12, 14)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17020,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(2, 9)","(12, 14)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
17021,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
17022,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
17023,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
17024,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
17025,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
17026,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
17027,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
17028,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
17029,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
17030,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 9)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17031,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(2, 9)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
17032,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(4, 13)","(2, 9)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17033,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(4, 13)","(14, 12)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17034,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(2, 7)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
17035,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(2, 7)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
17036,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
17037,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
17038,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
17039,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(4, 11)","(11, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17040,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(4, 11)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
17041,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(7, 2)","(14, 5)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17042,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(2, 9)","(6, 13)"
17043,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(6, 4)","(2, 7)"
17044,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(6, 4)","(4, 1)"
17045,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(14, 5)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17046,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(4, 11)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
17047,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(7, 2)","(12, 14)","(14, 5)","(2, 9)","(6, 13)"
17048,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(7, 2)","(12, 14)","(14, 5)","(6, 4)","(2, 7)"
17049,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(7, 2)","(12, 14)","(14, 5)","(6, 4)","(4, 1)"
17050,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(4, 11)","(6, 13)","(14, 12)","(11, 13)"
17051,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(6, 13)","(4, 11)","(14, 12)","(11, 13)"
17052,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(4, 11)","(11, 13)"
17053,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(7, 2)","(14, 5)","(2, 9)","(6, 13)"
17054,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(7, 2)","(14, 5)","(6, 4)","(2, 7)"
17055,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(7, 2)","(14, 5)","(6, 4)","(4, 1)"
17056,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(14, 5)","(7, 2)","(2, 9)","(6, 13)"
17057,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(14, 5)","(7, 2)","(6, 4)","(2, 7)"
17058,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 4)","(15, 13)","(12, 14)","(14, 5)","(7, 2)","(6, 4)","(4, 1)"
17059,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 11)","(6, 13)","(11, 4)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
17060,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 11)","(6, 13)","(14, 12)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
17061,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 11)","(11, 4)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17062,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(13, 11)","(11, 4)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
17063,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(2, 7)"
17064,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(4, 1)"
17065,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
17066,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
17067,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
17068,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
17069,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
17070,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
17071,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
17072,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
17073,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
17074,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
17075,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
17076,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
17077,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
17078,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(1, 6)","(14, 5)","(13, 4)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17079,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(4, 11)","(11, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17080,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(4, 11)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
17081,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(7, 2)","(14, 5)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17082,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(2, 9)","(6, 13)"
17083,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(6, 4)","(2, 7)"
17084,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(6, 4)","(4, 1)"
17085,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(14, 5)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17086,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(4, 11)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
17087,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(7, 2)","(12, 14)","(14, 5)","(2, 9)","(6, 13)"
17088,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(7, 2)","(12, 14)","(14, 5)","(6, 4)","(2, 7)"
17089,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(7, 2)","(12, 14)","(14, 5)","(6, 4)","(4, 1)"
17090,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(4, 11)","(6, 13)","(14, 12)","(11, 13)"
17091,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(6, 13)","(4, 11)","(14, 12)","(11, 13)"
17092,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(4, 11)","(11, 13)"
17093,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(7, 2)","(14, 5)","(2, 9)","(6, 13)"
17094,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(7, 2)","(14, 5)","(6, 4)","(2, 7)"
17095,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(7, 2)","(14, 5)","(6, 4)","(4, 1)"
17096,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(14, 5)","(7, 2)","(2, 9)","(6, 13)"
17097,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(14, 5)","(7, 2)","(6, 4)","(2, 7)"
17098,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(1, 6)","(15, 13)","(12, 14)","(14, 5)","(7, 2)","(6, 4)","(4, 1)"
17099,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(4, 11)","(1, 6)","(11, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17100,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(4, 11)","(1, 6)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
17101,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(4, 11)","(11, 13)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
17102,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(4, 11)","(11, 13)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
17103,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(4, 11)","(15, 13)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
17104,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(4, 11)","(15, 13)","(12, 14)","(1, 6)","(6, 13)","(14, 12)","(11, 13)"
17105,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(14, 5)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
17106,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(15, 13)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
17107,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
17108,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
17109,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(14, 5)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17110,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(15, 13)","(12, 14)","(14, 5)","(2, 9)","(6, 13)"
17111,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(15, 13)","(12, 14)","(14, 5)","(6, 4)","(2, 7)"
17112,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(15, 13)","(12, 14)","(14, 5)","(6, 4)","(4, 1)"
17113,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(14, 5)","(1, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
17114,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(14, 5)","(1, 6)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17115,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(14, 5)","(2, 9)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
17116,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(14, 5)","(3, 8)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
17117,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(1, 4)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
17118,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(1, 4)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
17119,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(1, 4)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
17120,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(1, 6)","(12, 14)","(14, 5)","(2, 9)","(6, 13)"
17121,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(1, 6)","(12, 14)","(14, 5)","(6, 4)","(2, 7)"
17122,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(1, 6)","(12, 14)","(14, 5)","(6, 4)","(4, 1)"
17123,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(1, 4)","(14, 5)","(3, 8)","(4, 13)"
17124,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(1, 4)","(14, 5)","(4, 6)","(3, 10)"
17125,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(1, 4)","(14, 5)","(4, 6)","(6, 1)"
17126,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(1, 6)","(14, 5)","(2, 9)","(6, 13)"
17127,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(1, 6)","(14, 5)","(6, 4)","(2, 7)"
17128,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(1, 6)","(14, 5)","(6, 4)","(4, 1)"
17129,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(1, 4)","(3, 8)","(4, 13)"
17130,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(1, 4)","(4, 6)","(3, 10)"
17131,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(1, 4)","(4, 6)","(6, 1)"
17132,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(1, 6)","(2, 9)","(6, 13)"
17133,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(1, 6)","(6, 4)","(2, 7)"
17134,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(1, 6)","(6, 4)","(4, 1)"
17135,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(2, 9)","(1, 6)","(6, 13)"
17136,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(15, 13)","(12, 14)","(14, 5)","(3, 8)","(1, 4)","(4, 13)"
17137,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(14, 5)","(1, 6)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17138,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(14, 5)","(3, 8)","(7, 2)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
17139,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(14, 5)","(7, 2)","(1, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
17140,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(14, 5)","(7, 2)","(1, 6)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
17141,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(14, 5)","(7, 2)","(2, 9)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
17142,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(14, 5)","(7, 2)","(3, 8)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
17143,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(4, 11)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
17144,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(7, 2)","(12, 14)","(14, 5)","(2, 9)","(6, 13)"
17145,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(7, 2)","(12, 14)","(14, 5)","(6, 4)","(2, 7)"
17146,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(7, 2)","(12, 14)","(14, 5)","(6, 4)","(4, 1)"
17147,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(4, 11)","(6, 13)","(14, 12)","(11, 13)"
17148,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(6, 13)","(4, 11)","(14, 12)","(11, 13)"
17149,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(4, 11)","(11, 13)"
17150,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(7, 2)","(14, 5)","(2, 9)","(6, 13)"
17151,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(7, 2)","(14, 5)","(6, 4)","(2, 7)"
17152,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(7, 2)","(14, 5)","(6, 4)","(4, 1)"
17153,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(14, 5)","(7, 2)","(2, 9)","(6, 13)"
17154,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(14, 5)","(7, 2)","(6, 4)","(2, 7)"
17155,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(1, 6)","(12, 14)","(14, 5)","(7, 2)","(6, 4)","(4, 1)"
17156,"(6, 1)","(4, 6)","(10, 3)","(11, 4)","(2, 7)","(13, 4)","(15, 13)","(4, 11)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
